txn_city_corrected_name,txn_city_lat,txn_city_long,txn_city
Adil'-Khalk,44.35602009999999,41.9242742,ADILKHALK
Adler,43.4343234,39.9339462,ADLER
801,47.6482353,-122.3491134,ADOBE.COM
# 300,33.963229,-84.251782,ADS
Adygeysk,44.8832511,39.1889994,ADYGEJSK
Adygea Republic,44.8229155,40.1754463,ADYGEYA
Краснодар,45.0504714,38.9798478,ADYGEYA HANS
Adygea Republic,44.8229155,40.1754463,ADYGEYA RESPU
Adygeysk,44.8832511,39.1889994,ADYGEYSK
Adyshevo,58.34202659999999,49.4877962,ADYSHEVO
Adzitarovo,54.32267359999999,55.6674734,ADZITAROVO
Aeroport,54.569444,55.9016671,AEROPORT
Dallas/Fort Worth International Airport,32.8998091,-97.0403352,AEROPORT DOMO
Dallas/Fort Worth International Airport,32.8998091,-97.0403352,AEROPORT KRAS
Los Angeles International Airport,33.9415889,-118.40853,AEROPORT SHER
Aeroport Ulyanovsk,54.2866841,48.2335118,AEROPORT ULYA
Denver International Airport,39.8560963,-104.6737376,AEROPUERTO RE
101,38.888684,-77.004719,AEROWA
Afanas'evka,50.7895735,38.5982464,AFANASEVKA
Kedrovy,57.56046299999999,79.565293,AFANASEVO
AFANASEVSKIY,-1.0,-1.0,AFANASEVSKIY
Afanasovo,57.8093359,33.5375077,AFANASOVO
Afipsky,44.8862318,38.8379625,AFIPSKIJ
Afipsky,44.8862318,38.8379625,AFIPSKIY
35,44.9000873,38.8393415,AFIPSKIY POS.
Monino,55.84268429999999,38.1871216,AFONINO
Agios Nikolaos,35.1899597,25.7164166,AG NIKOLAOS
Agalatovo,60.220337,30.2803418,AGALATOVO
Agalatovo,60.220337,30.2803418,AGALATOVO D.
Leningrad Oblast,60.0793208,31.8926645,AGALATOVSKOE
Reka Agan,61.6947011,75.6503184,AGAN
Agapovka,53.30284260000001,59.1413957,AGAPOVKA
Ayia Napa,34.989469,33.998113,AGIA NAPA
Agidel',55.901097,53.9354173,AGIDEL
Aginsky District,50.9371251,114.5352295,AGINSKIY
AGINSKIY AGI,-1.0,-1.0,AGINSKIY AGI
Novoorlovsk,51.0745577,114.7238033,AGINSKIY PGT.
Aginskoe,51.1032586,114.5427156,AGINSKOE
67,51.116848,114.53623,AGINSKOE PGT
Agirish,61.9276281,63.016679,AGIRISH
Әгертамаҡ,54.619906,53.7630142,AGIRTAMAK
Agoy,44.1404918,39.02866170000001,AGOJ
Agoy,44.1404918,39.02866170000001,AGOY
Agro-Pustyn',54.75319589999999,39.7865347,AGROPUSTYN
Agryz,56.52549370000001,52.99534790000001,AGRYZ
Agryzsky District,56.0404119,52.9305962,AGRYZSKIY RAY
3420,37.39678860000001,-122.1447221,AIRBA
San Francisco International Airport,37.6213129,-122.3789554,AIRBALTIC.COM
Columbus Municipal Airport,39.25566389999999,-85.8971316,AIRPORT
1265,43.7831529,-79.1870364,AISHA
Aitovo,53.5261726,54.2086306,AITOVO
AJDAKAEVO,-1.0,-1.0,AJDAKAEVO
Aydarovo,51.9055963,39.2851341,AJDAROVO
Aykino,62.2174928,49.9813827,AJKINO
Aylino,55.2260453,58.82476189999999,AJLINO
Ajman,25.4122955,55.5065758,AJMAN
AJSHA,-1.0,-1.0,AJSHA
Akademicheskaya,55.687763,37.573494,AKADEMICHESKA
Akbash,54.5260215,53.222153,AKBASH
Akbasheva,55.2934895,60.8468267,AKBASHEVA
Akberdino,54.59950869999999,56.1834325,AKBERDINO
Akbulak,51.0018209,55.630588,AKBULAK
AKHATYRSKIY,-1.0,-1.0,AKHATYRSKIY
AKHTANIZOVSKA,-1.0,-1.0,AKHTANIZOVSKA
Akhtubinsk,48.2838171,46.1718889,AKHTUBINSK
Akhty,41.4622098,47.75012599999999,AKHTY
Akhtyrskii,44.853652,38.29313459999999,AKHTYRSKIJ
Akhtyrskii,44.853652,38.29313459999999,AKHTYRSKIY
Achoenovo,54.8177151,54.6374189,AKHUNOVO
Aklushi,56.8426084,55.6092623,AKLUSHI
Akmenė,56.2455029,22.7471169,AKMENE
Almetyevsk,54.9013725,52.2969552,AKMETYEVSK
Aksay,47.2641365,39.8712732,AKSAI
Aksay,47.2641365,39.8712732,AKSAJ
AKSAKAI,-1.0,-1.0,AKSAKAI
Aksakovo,56.0692356,42.48242510000001,AKSAKOVO
AKSARAJSKIJ,-1.0,-1.0,AKSARAJSKIJ
Park Site Alışveriş Merkezi,38.366916,34.015644,AKSARAY
Aksarayskiy,46.7904913,48.0172406,AKSARAYSKIY
Aksay,47.2641365,39.8712732,AKSAY
Aksay,47.2641365,39.8712732,AKSAY ROSTOV
AKSENOBUTYRK,-1.0,-1.0,AKSENOBUTYRK
AKSENOBUTYRS,-1.0,-1.0,AKSENOBUTYRS
Aksenovo,55.6784421,38.246871,AKSENOVO
Aksubaevo,54.8471691,50.8010735,AKSUBAEVO
Aktanysh,55.711589,54.076967,AKTANYSH
"Aktash, Altai Republic",50.31111,87.59917,AKTASH
Aktobe,50.2839339,57.166978,AKTOBE
Aktobe,50.2839339,57.166978,AKTYUBINSKIJ
Aktiubinskii,54.8104419,52.806115,AKTYUBINSKIY
Akulovo,59.282222,39.6044439,AKULOVO
Akyar,51.8592453,58.20968440000001,AKYAR
AKZHARMA,-1.0,-1.0,AKZHARMA
Alabino,55.5249708,37.0000157,ALABINO
Alabushevo,56.009621,37.1289741,ALABUSHEVO
Alabushevo,56.009621,37.1289741,ALABUSHEVO SO
Aladino,56.8519451,40.70037110000001,ALADINO
Alagir,43.0422641,44.2242764,ALAGIR
Alakurtti,66.95964339999999,30.3761945,ALAKURTTI
Alapayevsk,57.8483493,61.6880302,ALAPAEVSK
Alapayevsk,57.8483493,61.6880302,ALAPAEVSK G
Alapayevsk,57.8483493,61.6880302,ALAPAEVSKIY R
Alatorka,54.7757393,56.3634426,ALATORKA
1417,40.7701243,-73.9577261,ALATORKA P.
Alatyr,54.8383433,46.5818794,ALATYR
Alatyr,54.8383433,46.5818794,ALATYR G
Altai Krai,51.7936298,82.6758596,ALATYRSKIY R
Alegazovo,55.93685,58.1147144,ALEGAZOVO
Aleysk,52.49345880000001,82.78061420000002,ALEIYSK
Aleysk,52.49345880000001,82.78061420000002,ALEJSK
Alekanovo,59.45500000000001,36.6694439,ALEKANOVO
Los Angeles,34.0223519,-118.285117,ALEKSANDRONE
Alexandrov,56.3947309,38.712037,ALEKSANDROV
Aleksandrovka,51.737288,86.11546,ALEKSANDROVKA
Alexandrovskoye Urban Settlement,59.1606074,57.5671883,ALEKSANDROVSK
Alexeyevka,50.6256541,38.6978113,ALEKSEEVKA
Alexeyevka,50.6256541,38.6978113,ALEKSEEVKA B
Alexeyevka,50.6256541,38.6978113,ALEKSEEVKA R
Alekseyevskaya,55.8077942,37.6387375,ALEKSEEVSKAYA
Alexeyevsky District,55.8212583,37.66385229999999,ALEKSEEVSKIJ
Alexeyevsky District,55.1912409,50.0978304,ALEKSEEVSKIY
Alexeyevka,50.6256541,38.6978113,ALEKSEEVSKOE
ALEKSIKOVSKIJ,-1.0,-1.0,ALEKSIKOVSKIJ
Aleksin,54.5031038,37.0671917,ALEKSIN
Aleksin,54.5031038,37.0671917,ALEKSINO
Alenino,56.1113423,38.6231933,ALENINO
Aleshino,56.1431401,37.7503643,ALESHINO
Aleshniki,50.8991789,45.1707414,ALESHNIKI
Aleshnya,54.6523042,39.344399,ALESHNYA
Alexandrov,56.3947309,38.712037,ALEXANDROV G
Alexandrovskoye Urban Settlement,59.1606074,57.5671883,ALEXANDROVSK
Aleysk,52.49345880000001,82.78061420000002,ALEYSK
Aleysk,52.49345880000001,82.78061420000002,ALEYSK G
Alferovo,55.1616094,33.7685127,ALFEROVO
Algatui,54.39453899999999,100.1949682,ALGATUJ
Algatui,54.39453899999999,100.1949682,ALGATUY
Alikovo,55.7390567,46.7483046,ALIKOVO
Zhukovskiy,55.5974912,38.1132562,ALIKOVSKIY
Brooklyn Bridge,40.7060855,-73.9968643,ALJABEVSKIJ
Nº17,43.2999969,-3.0259817,ALJU
Alkhanchurt,43.1375425,44.5925605,ALKHANCHURT
Alkino,55.0844701,58.0744869,ALKINO
Alkino,55.0844701,58.0744869,ALKINO S.
город,43.2529769,76.9311838,ALMATY
Al'menevo,54.9455863,63.5800563,ALMENEVO
Almetyevsk,54.9013725,52.2969552,ALMETEVSK
Almetyevsk,54.9013725,52.2969552,ALMETEVSK G
Almetyevsk,54.9013725,52.2969552,ALMETYEVSK
Almetyevsk,54.9013725,52.2969552,ALMETYEVSK G
Alnashi,56.18480479999999,52.4718954,ALNASHI
Nevsky prospect,59.93117780000001,30.36054369999999,ALNEVSKIY
38,59.93501999999999,30.3312099,ALPARI
Alpat'yevo,54.883306,39.3186276,ALPATEVO
Qudaibiya,26.2186782,50.5938215,ALQUDAYBIYAH
120,46.7744826,17.1704701,ALSOPAHOK
Altaysky District,51.9449763,85.3366243,ALTAJSKIJ
Altayskoye,51.9665597,85.33907959999999,ALTAJSKOE
Altai Republic,50.6181924,86.2199308,ALTAY
Altai Krai,51.7936298,82.6758596,ALTAYSKIY KRA
Altayskoye,51.9665597,85.33907959999999,ALTAYSKOE
ALTUFEVSKOE S,-1.0,-1.0,ALTUFEVSKOE S
Altukhovka,54.7444439,32.1150001,ALTUKHOVKA
Alupka,44.4209688,34.0472685,ALUPKA
ALUSHTA,-1.0,-1.0,ALUSHTA
Alushta,44.67638300000001,34.41005,ALUSHTA G.
Alushta,44.67638300000001,34.41005,ALUSHTA P.SE
ALUSHTA P.UT,-1.0,-1.0,ALUSHTA P.UT
Alushta,44.67638300000001,34.41005,ALUSHTA POS.U
Alushta,44.67638300000001,34.41005,ALUSHTA S.MA
Alushta,44.67638300000001,34.41005,ALUSHTA S.SO
Alushta,44.67638300000001,34.41005,ALUSHTA. P.SE
311,40.7144097,-73.982472,ALYABEVCKY
Alyab'yeva,51.83462369999999,35.8286174,ALYABEVO
ALYABEVSKII,-1.0,-1.0,ALYABEVSKII
Alapayevsk,57.8483493,61.6880302,ALYABEVSKIJ
Chantyr'ya,60.316776,64.2034989,ALYABEVSKIY
ALYSHTA,-1.0,-1.0,ALYSHTA
Alzamay,55.5555238,98.6654885,ALZAMAJ
Alzamay,55.5555238,98.6654885,ALZAMAY
Moscow,55.755826,37.6172999,AM MOSKVAVOL
AMAZON.CO.UK,-1.0,-1.0,AMAZON.CO.UK
AMAZON.COM,-1.0,-1.0,AMAZON.COM
AMAZON.DE,-1.0,-1.0,AMAZON.DE
Amderma,69.751221,61.6636961,AMDERMA
31,40.776171,-73.9776917,AMEDIA.LIVE
Chanki,55.1284262,38.8222717,AMEREVO SELO
Əmin,52.96946089999999,58.07705759999999,AMINEVO
Əmir,56.03820440000001,56.9777741,AMIROVO
Famagusta,35.1149116,33.919245,AMMOCHOSTOS
16,52.370054,4.896298199999999,AMSTERDAM
Amur Oblast,54.60350649999999,127.4801721,AMURSKAYA OBL
Amzya,53.8629361,55.7434311,AMZYA
ANAHINA D.,-1.0,-1.0,ANAHINA D.
Anakhina,51.65086119999999,36.0061462,ANAKHINA
Anapa,44.8935914,37.3158041,ANAPA
Anapa,44.8935914,37.3158041,ANAPA G
Anapa,44.8935914,37.3158041,ANAPA G VITY
Anapa,44.8935914,37.3158041,ANAPA VOSKRE
Anapskaya,44.8990626,37.3894976,ANAPSKAYA
Anapskaya,44.8995,37.3915999,ANAPSKAYA ST.
ANAPSKIY RN,-1.0,-1.0,ANAPSKIY RN
Durham,36.0014258,-78.9382286,ANASTASIEVSKA
Anatkas-Margi,55.9201904,47.1217181,ANATKASMARGI
Anatkasy,55.7204771,47.9311997,ANATKASY
Anatol'skaya,57.7263602,60.1389465,ANATOLSKAYA
Antsiferovo,58.9640533,34.0099349,ANCIFEROVO
Andermatt,46.6475647,8.591695099999999,ANDERMATT
Andijan,40.8153561,72.28375,ANDIJON
Andra,62.5160807,65.87913689999999,ANDRA
Andreevka,55.9811865,37.1324511,ANDREEVKA
пос,55.9813758,37.1359875,ANDREEVKA RP.
Andreyevo,55.2859981,31.3164636,ANDREEVO
1280,43.260879,-79.9192254,ANDREEVOBAZA
Andreyevsky,63.440833,120.3574999,ANDREEVSKIJ
Andreyevsky,63.440833,120.3574999,ANDREEVSKOE
Andreyevskoye,55.3878948,35.9959464,ANDREEVSKOE O
Andreykovo,55.2343948,34.2552277,ANDREJKOVO
Andreykovo,59.023611,39.181667,ANDREYKOVO
Andromer,58.36562470000001,29.547155,ANDROMER
Angarsk,52.5155702,103.91716,ANGARSK
Gorod Angarsk,52.51908650000001,103.8877408,ANGARSK G
Angarskiy Rayon,52.3780489,103.6410324,ANGARSKIJ
Angarsk,52.5155702,103.91716,ANGARSKIY
Angasyak,55.6423971,54.7991717,ANGASYAK
203,42.41557299999999,-71.683656,ANGELS
ANGEROSUDGEN,-1.0,-1.0,ANGEROSUDGEN
66,14.7934749,100.6423332,ANGTHONG
Anino,56.0056874,36.119534,ANINO
Aniskino,57.68019169999999,36.7006497,ANISKINO
Aniva,46.719688,142.5232662,ANIVA
ANJEROSUDJEN,-1.0,-1.0,ANJEROSUDJEN
No 5,39.8936089,32.8527074,ANKARA
4930,29.5385169,-98.5819556,ANNA
Annino,59.7684088,30.056938,ANNINO
Annovka,50.37669589999999,128.3583428,ANNOVKA
Anos,51.499713,85.942698,ANOS
Anosino,55.8399857,37.0090232,ANOSINO
Lipovka,60.91932449999999,28.97081529999999,ANPILOVKA
1404,40.5877383,-73.9548561,ANSUDG
1250,37.792903,-122.4009678,ANTALIA
No: 30,36.880688,30.7047503,ANTALYA
Antipino,53.307222,85.841389,ANTIPINO
Antipovka,49.8273887,45.3131636,ANTIPOVKA
ANTIPOVSKIJ,-1.0,-1.0,ANTIPOVSKIJ
Antonov,47.9834205,43.6138538,ANTONOV
Antonovka,63.2859773,118.4048332,ANTONOVKA
20,51.182264,4.3984464,ANTWERPEN
Anzhero-Sudzhensk,56.0954566,85.9955088,ANZHERO SUDZH
ANZHEROSUDZH,-1.0,-1.0,ANZHEROSUDZH
Anzhero-Sudzhensk,56.0954566,85.9955088,ANZHEROSUDZHENSK
ANZHEROSUJEN,-1.0,-1.0,ANZHEROSUJEN
ANZHSUDZHENS,-1.0,-1.0,ANZHSUDZHENS
Anzorey,43.3539386,43.93991219999999,ANZOREI
Anzorey,43.3539386,43.93991219999999,ANZOREJ
North College Street,44.4613633,-93.1559742,AOUL NOVAYA A
Apacha,52.926666,157.143661,APACHA
Aparinki,55.57058619999999,37.7618063,APARINKI
Aparinskiy,47.6595193,40.91749040000001,APARINSKIY
Apastovo,55.19974920000001,48.5188622,APASTOVO
Apastovo,55.19974920000001,48.5188622,APASTOVO PGT
Apatity,67.56710509999999,33.3910689,APATITI
Apatity,67.56710509999999,33.3910689,APATITY
Apkhul'ta,53.35549899999999,103.126526,APKHULTA
"7, стр. 9",55.7232833,37.6545103,APPEX.RU
450,37.4274745,-122.169719,APPLICATIONS
Aprelevka,55.5482773,37.0591563,APRELEVKA
Apsheronsk,44.4625637,39.74128109999999,APSHERONSK
Aqaba,29.5320522,35.0063209,AQABA
ARAALCZAGAT,-1.0,-1.0,ARAALCZAGAT
Arakhley,52.15,112.833333,ARAKHLEJ
Aramashevo,57.6067192,61.7306293,ARAMASHEVO
Aramil,56.6964517,60.8330254,ARAMIL
Aramil,56.6964517,60.8330254,ARAMIL G
ARAMILJ,-1.0,-1.0,ARAMILJ
Arbazh,57.68346709999999,48.3091294,ARBAZH
Archedinskaya,49.8945896,43.1115332,ARCHEDINSKAYA
Ardatov,55.2427868,43.0978886,ARDATOV
Ardon,43.1800015,44.305323,ARDON
AREYSKOE,-1.0,-1.0,AREYSKOE
Argayash,55.48571030000001,60.87519529999999,ARGAJASH
Argayash,55.48571030000001,60.87519529999999,ARGAYASH
Arkhangelsk,64.5458549,40.5505769,ARHANGELJSK
Arkhangelsk,64.5458549,40.5505769,ARHANGELSK
Arkhangelsk,64.5458549,40.5505769,ARHANGELSK P
Arkhangelsk Oblast,63.2852803,42.5884191,ARHANGELSKAYA
Arkhangelsk,64.5458549,40.5505769,ARHANGELYSK
ARHIPOOSINOV,-1.0,-1.0,ARHIPOOSINOV
ARHIPOVOOSIP,-1.0,-1.0,ARHIPOVOOSIP
Arinino,55.5752865,38.5945989,ARININO
Arkadak,51.9438708,43.4949599,ARKADAK
Arkaulovo,55.4018167,57.9225669,ARKAULOVO
Arkhangelsk,64.5458549,40.5505769,ARKHANGELSK
Arkhangelsk,64.5458549,40.5505769,ARKHANGELSK G
Arkhangelsk,64.5458549,40.5505769,ARKHANGELSKIJ
Arkhangel'skoye,55.78781559999999,37.2846011,ARKHANGELSKOE
Arkhangel'skoye,55.78781559999999,37.2846011,ARKHANGELSKOY
Arkhangelsk,64.5458549,40.5505769,ARKHANGELYSK
Arkhara,49.4253653,130.0802059,ARKHARA
ARKHIPOOSIPO,-1.0,-1.0,ARKHIPOOSIPO
Arkhipovka,50.21601150000001,39.4151032,ARKHIPOVKA
25,59.94374999999999,30.3623861,ARKHITEKTOR
Arkhonskaya,43.1079048,44.51475079999999,ARKHONSKAYA
Arkhyz,43.5631805,41.28128969999999,ARKHYZ
Arkul',57.2806457,50.0412811,ARKUL
Arlyuk,55.4278178,84.8716194,ARLYUK
Armavir,45.0014406,41.1326893,ARMAVIR
Armavir,45.0014406,41.1326893,ARMAVIR G
Armizonskoye,55.94398709999999,67.6859443,ARMIZONSKOE
ARO POSELENIE,-1.0,-1.0,ARO POSELENIE
Aromashevo,56.8621905,68.64379199999999,AROMASHEVO
7,55.7698482,49.1178047,AROMAT
ARONA,-1.0,-1.0,ARONA
Arsenyev,44.1580429,133.2645474,ARSENEV
Arsenovka,53.3550453,39.2909342,ARSENOVKA
Arsenovo,54.80415679999999,86.8773075,ARSENOVO
Arsenyev,44.1580429,133.2645474,ARSENYEV
Arshan,51.908611,102.428889,ARSHAN
Arshan,51.908611,102.428889,ARSHAN P.
Arsk,56.09102679999999,49.8802087,ARSK
Arslanovo,54.15800789999999,55.8992332,ARSLANOVO
Artakoel,55.8544655,56.45957439999999,ARTAKUL
Artyom,43.3534638,132.1713767,ARTEM
Artyom,43.3534638,132.1713767,ARTEM G
Artemovskiy,57.3390388,61.8783232,ARTEMOVSKIJ
Artemovskiy,57.3390388,61.8783232,ARTEMOVSKIY
Artemovskiy,57.3390388,61.8783232,ARTEMOVSKIY G
Arti,56.42273239999999,58.52307810000001,ARTI
Artoshichi,58.223468,54.0787536,ARTOSHICHI
Ar'ya,57.4855391,45.9778379,ARYA
Arzamas,55.3969746,43.8302211,ARZAMAS
Gorod Arzamas,55.3964911,43.8298176,ARZAMAS G
Asbest,57.005462,61.45791269999999,ASBEST
Asbest,57.005462,61.45791269999999,ASBEST G
Ashdod,31.804381,34.655314,ASDOD
Asekeyevo,53.574846,52.8129,ASEKEEVO
Asha,54.9892775,57.28370899999999,ASHA
Asha,54.9892775,57.28370899999999,ASHA G
Ashap,57.11462599999999,56.52051299999999,ASHAP
Ash-Buzi,56.2857603,50.7351605,ASHBUZI
Ashe,43.9579298,39.271054,ASHE
Ashchebutak,51.05258380000001,59.1073175,ASHHEBUTAK
Asino,56.9990111,86.1414796,ASINO
Asino,56.9990111,86.1414796,ASINO G
Askarovo,53.3384127,58.5108708,ASKAROVO
Askarovo,53.3384127,58.5108708,ASKAROVO S.
Aszkino,56.09143539999999,56.5854796,ASKINO
Askis,53.14188069999999,90.4372401,ASKIZ
ASKIZ RP,-1.0,-1.0,ASKIZ RP
Aslana,56.8715202,66.51873189999999,ASLANA
Aspa,56.85413699999999,56.31122209999999,ASPA
Dattatray Temple,15.5982319,73.7733952,ASSAGAO
1000,45.5529381,-73.63704299999999,ASTAFEVO
Nur-Sultan,51.16052269999999,71.4703558,ASTANA
Astapkovichi,53.9069491,32.73493020000001,ASTAPKOVICHI
Ostashkov,57.14026819999999,33.1285156,ASTASHKOVO
Estosadok,43.6839464,40.2602574,ASTOSADOK
Astrakhan,46.3586008,48.05694829999999,ASTRAHAN
Astrakhan,46.3586008,48.05694829999999,ASTRAHAN G
Astrakhan,46.3586008,48.05694829999999,ASTRAHANJ
Astrakhan Oblast,46.1321166,48.0610115,ASTRAHANSKAYA OBLAST
Astrakhan,46.3586008,48.05694829999999,ASTRAKHAN
Astrakhan,46.3586008,48.05694829999999,ASTRAKHAN G
Astrakhan,46.3586008,48.05694829999999,ASTRAKHAN UL.
Astrakhan Oblast,46.1321166,48.0610115,ASTRAKHANSKAY
Astrakhan,46.3586008,48.05694829999999,ASTRAKHANUL
Astrakhan,46.3586008,48.05694829999999,ASTRHN
Asjanovo,55.4467574,54.7262316,ASYANOVO
Romanovka,43.2330195,132.4552589,ATAMANOVKA
Atamanovo,56.4047501,93.6377978,ATAMANOVO
Atazhukino,43.6462066,43.3964221,ATAZHUKINO
Atig,56.6863949,59.42148719999999,ATIG
Atyrau,47.0944959,51.9238373,ATIRAU
Atkarsk,51.87402909999999,45.0,ATKARSK
207,40.23415850000001,-84.409944,ATM
710,37.46405379999999,-122.1574727,ATM SBS
Atnyashka,56.446244,56.17872490000001,ATNYASHKA
Atyashevo,54.5877303,46.0878808,ATYASHEVO
Atyrau,47.0944959,51.9238373,ATYRAU
ATYUREVO,-1.0,-1.0,ATYUREVO
1600,44.9379243,-93.1690746,AUL NOVAYA AD
AUL PSYZH,-1.0,-1.0,AUL PSYZH
Aurgazinsky District,54.0409573,55.8790457,AURGAZINSKIY
AUTHO,-1.0,-1.0,AUTHO
7,55.7785922,37.587878,AUTOTEKA.RU
1,35.5405665,-82.5523204,AVA V. POLK
Avdeyevka,53.4299833,34.7403778,AVDEEVKA
Авдон,54.6735852,55.7134053,AVDON
Russia,61.52401,105.318756,AVDONSKY
Averino,60.667222,37.958333,AVERINO
Avsyunino,55.5652352,39.0893303,AVSYUNINO
"д. 15, корп. 1",55.6830909,37.59956409999999,AVTODETI.RU
Avtodoroga Kavkaz,45.2591946,40.7353266,AVTODOROGA CH
b103,47.42609299999999,-122.2588279,AVTODOROGA SU
Avtodoroga Kavkaz,45.2591946,40.7353266,AVTODOROGAKRA
AVTOLIGA.SITE,-1.0,-1.0,AVTOLIGA.SITE
9,54.7605075,56.05875990000001,AVTOMAGISTRAL
Avtoremzavod,54.76083300000001,31.6875,AVTOREMZAVOD
Avvakumovo,56.87983509999999,36.0038612,AVVAKUMOVO
AWS.AMAZON.CO,-1.0,-1.0,AWS.AMAZON.CO
AXAKOVO S,-1.0,-1.0,AXAKOVO S
AXAY,-1.0,-1.0,AXAY
AXAY G,-1.0,-1.0,AXAY G
Aya,51.954075,85.800614,AYA
Aygulevo,53.49100929999999,55.80569939999999,AYGULEVO
Aykhal,65.94171899999999,111.4881131,AYKHAL
Aykino,62.2174928,49.9813827,AYKINO
Aysha,55.8728316,48.63026230000001,AYSHA
Maysky,43.6267402,44.0570727,AYSKIY
Ayula,51.433946,85.974283,AYULA
Reka Ayuta,47.6649642,40.03820899999999,AYUTA
Azanovo,56.7168723,48.2238188,AZANOVO
Azeyevo,54.6687339,42.0269168,AZEEVO
Azikeevo,53.9306078,58.2407913,AZIKEEVO
Nazino,60.12738899999999,78.93751739999999,AZINSKIJ
AZK SNP,-1.0,-1.0,AZK SNP
Aznakayevo,54.8563556,53.07932719999999,AZNAKAEVO
Aznakayevo,54.8563556,53.07932719999999,AZNAKAEVO G
Azov,47.09474460000001,39.4136552,AZOV
Azovskaya,44.7904255,38.6224724,AZOVSKAYA
B HOLUNICA,-1.0,-1.0,B HOLUNICA
B ISAKOVO,-1.0,-1.0,B ISAKOVO
B KARACHURY,-1.0,-1.0,B KARACHURY
B THUAN,-1.0,-1.0,B THUAN
1758,33.3830756,-111.7570178,B VAL
B. CHAUSOVO,-1.0,-1.0,B. CHAUSOVO
Davydovo,55.6117934,38.8503123,B. DAVYDOVO
30,55.8564659,38.4470063,B. ELNYA
Glushitsa,51.6195731,35.4368898,B. GLUSHITSA
Lake Baikal,53.5587003,108.1649965,B. GOLOUSTNOE
B. ISAKOVO,-1.0,-1.0,B. ISAKOVO
Bol'shoye Nagatkino,54.5188018,47.9908987,B. NAGATKINO
B. SILAEVKA,-1.0,-1.0,B. SILAEVKA
Beslan,43.1945942,44.5167186,B.ELAN
B.ISAKOVO,-1.0,-1.0,B.ISAKOVO
Kaybitsy,55.0100436,48.1925652,B.KAJBICY
B.KUYASH,-1.0,-1.0,B.KUYASH
Bol'shoye Nagatkino,54.5188018,47.9908987,B.NAGATKINO
1700,38.66659,-94.368718,B.SABY
Sabinsky District,55.9857573,50.4839337,B.SABY P.G.T
601,40.7516034,-74.0065189,B.SABY T.
Sorokino,51.2246495,37.8706252,B.SOROKINO
Babayevo,59.39300729999999,35.9303206,BABAEVO
Moscow,55.7520233,37.6174994,BABAIHA DMITR
Babaikha,56.097748,37.3546583,BABAIKHA
Balakovo,52.0245587,47.7806627,BABANAKOVO
Babarykino,56.550607,83.61177409999999,BABARYKINO
Babaiurt,43.5997085,46.77803309999999,BABAYURT
Babenki,55.3553335,37.1872817,BABENKI
Babino,59.82799310000001,40.841005,BABINO
Reka Babkha,51.4808975,103.9835568,BABKHA
Babushkino,58.8767893,35.2643325,BABUSHKINO
Babyakovo,51.68371399999999,39.3709078,BABYAKOVO
Babyakovo,51.68371399999999,39.3709078,BABYAKOVO RN
Babynino,54.38812979999999,35.7352887,BABYNINO
5150,39.790109,-105.099625,BABYNINOBABY
Kaluga Oblast,54.3872666,35.1889094,BABYNINSKIY P
Bacău,46.5670437,26.9145748,BACAU
Bachatsky,54.28702759999999,86.10417170000001,BACHATSKIY
